Effective Date,Local Code,Name (English),Section/Products,33 Sector(Code),33 Sector(name),17 Sector(Code),17 Sector(name),Size Code (New Index Series),Size (New Index Series),Ticker
20260228,5446,"HOKUETSU METAL Co.,Ltd.",Standard Market(Domestic),3450,Iron and Steel,7,STEEL & NONFERROUS METALS,-,-,5446.T
20260228,5449,"OSAKA STEEL CO.,LTD.",Standard Market(Domestic),3450,Iron and Steel,7,STEEL & NONFERROUS METALS,7,TOPIX Small 2,5449.T
20260228,5458,TAKASAGO TEKKO K.K.,Standard Market(Domestic),3450,Iron and Steel,7,STEEL & NONFERROUS METALS,-,-,5458.T
20260228,5464,MORY INDUSTRIES INC.,Standard Market(Domestic),3450,Iron and Steel,7,STEEL & NONFERROUS METALS,7,TOPIX Small 2,5464.T
20260228,5484,"Tohoku Steel Co.,Ltd.",Standard Market(Domestic),3450,Iron and Steel,7,STEEL & NONFERROUS METALS,-,-,5484.T
20260228,5491,"NIPPON KINZOKU CO.,LTD.",Standard Market(Domestic),3450,Iron and Steel,7,STEEL & NONFERROUS METALS,-,-,5491.T
20260228,5527,property technologies Inc.,Growth Market(Domestic),8050,Real Estate,17,REAL ESTATE,-,-,5527.T
20260228,5532,REALGATE INC.,Growth Market(Domestic),8050,Real Estate,17,REAL ESTATE,-,-,5532.T
20260228,5533,"Elitz Holdings Co.,Ltd.",Standard Market(Domestic),8050,Real Estate,17,REAL ESTATE,-,-,5533.T
20260228,5537,"AlbaLink Co.,Ltd.",Growth Market(Domestic),8050,Real Estate,17,REAL ESTATE,-,-,5537.T
20260228,5542,Shinhokoku Material Corp.,Standard Market(Domestic),3450,Iron and Steel,7,STEEL & NONFERROUS METALS,-,-,5542.T
20260228,5570,"JENOBA CO.,LTD.",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,5570.T
20260228,5571,"Excite Holdings Co.,Ltd.",Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,5571.T
20260228,5572,Ridge-i Inc.,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,5572.T
20260228,5574,"ABEJA,Inc.",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,5574.T
20260228,5575,Globee Inc.,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,5575.T
20260228,5576,O.B.System Inc.,Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,5576.T
20260228,5578,"AR advanced technology,Inc.",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,5578.T
20260228,5580,"Prodelight Co.,Ltd.",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,5580.T
20260228,5582,GRID Inc.,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,5582.T
20260228,5586,Laboro.AI Inc.,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,5586.T
20260228,5587,Inbound Platform Corp.,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,5587.T
20260228,5588,"Fast Accounting Co.,Ltd.",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,5588.T
20260228,5589,"AUTOSERVER CO.,LTD.",Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,5589.T
20260228,5590,"NETSTARS Co.,Ltd.",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,5590.T
20260228,5591,AVILEN Inc.,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,5591.T
20260228,5592,"Kusurinomadoguchi,Inc.",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,5592.T
20260228,5597,"Blue innovation Co.,Ltd.",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,5597.T
20260228,5599,S&J Corporation,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,5599.T
20260228,5603,KOGI CORPORATION,Standard Market(Domestic),3450,Iron and Steel,7,STEEL & NONFERROUS METALS,-,-,5603.T
20260228,5609,NIPPON CHUZO K.K.,Standard Market(Domestic),3450,Iron and Steel,7,STEEL & NONFERROUS METALS,-,-,5609.T
20260228,5612,NIPPON CHUTETSUKAN K.K.,Standard Market(Domestic),3450,Iron and Steel,7,STEEL & NONFERROUS METALS,-,-,5612.T
20260228,5616,"Ame Kaze Taiyo,Inc.",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,5616.T
20260228,5618,Nyle Inc.,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,5618.T
20260228,5619,"MRSO.,Inc",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,5619.T
20260228,5621,"Human Technologies,Inc.",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,5621.T
20260228,5644,METALART CORPORATION,Standard Market(Domestic),3450,Iron and Steel,7,STEEL & NONFERROUS METALS,-,-,5644.T
20260228,5658,"NICHIA STEEL WORKS,LTD.",Standard Market(Domestic),3450,Iron and Steel,7,STEEL & NONFERROUS METALS,-,-,5658.T
20260228,5660,"KOBELCO WIRE COMPANY,LTD.",Standard Market(Domestic),3450,Iron and Steel,7,STEEL & NONFERROUS METALS,-,-,5660.T
20260228,5695,"Powdertech Co.,Ltd.",Standard Market(Domestic),3450,Iron and Steel,7,STEEL & NONFERROUS METALS,-,-,5695.T
20260228,5697,"SANYU CO.,LTD.",Standard Market(Domestic),3450,Iron and Steel,7,STEEL & NONFERROUS METALS,-,-,5697.T
20260228,5698,ENVIPRO HOLDINGS Inc.,Standard Market(Domestic),3450,Iron and Steel,7,STEEL & NONFERROUS METALS,7,TOPIX Small 2,5698.T
20260228,5699,"IBOKIN Co.,Ltd.",Standard Market(Domestic),3450,Iron and Steel,7,STEEL & NONFERROUS METALS,-,-,5699.T
20260228,5704,JMC Corporation,Growth Market(Domestic),3500,Nonferrous Metals,7,STEEL & NONFERROUS METALS,-,-,5704.T
20260228,5721,"S Science Company,Ltd.",Standard Market(Domestic),3500,Nonferrous Metals,7,STEEL & NONFERROUS METALS,-,-,5721.T
20260228,5724,"Asaka Riken Co.,Ltd.",Standard Market(Domestic),3500,Nonferrous Metals,7,STEEL & NONFERROUS METALS,-,-,5724.T
20260228,5729,"NIHON SEIKO CO.,LTD",Standard Market(Domestic),3500,Nonferrous Metals,7,STEEL & NONFERROUS METALS,-,-,5729.T
20260228,5742,"NIC Autotec,Inc.",Standard Market(Domestic),3500,Nonferrous Metals,7,STEEL & NONFERROUS METALS,-,-,5742.T
20260228,5753,"NIPPON SHINDO CO.,LTD.",Standard Market(Domestic),3500,Nonferrous Metals,7,STEEL & NONFERROUS METALS,-,-,5753.T
20260228,5816,"Onamba Co.,Ltd.",Standard Market(Domestic),3500,Nonferrous Metals,7,STEEL & NONFERROUS METALS,-,-,5816.T
20260228,5817,"JMACS Japan Co.,Ltd.",Standard Market(Domestic),3500,Nonferrous Metals,7,STEEL & NONFERROUS METALS,-,-,5817.T
20260228,5819,"Canare Electric Co.,Ltd.",Standard Market(Domestic),3500,Nonferrous Metals,7,STEEL & NONFERROUS METALS,-,-,5819.T
20260228,5820,"MITSUBOSHI CO.,LTD.",Standard Market(Domestic),3500,Nonferrous Metals,7,STEEL & NONFERROUS METALS,-,-,5820.T
20260228,5834,"SBI Leasing Services Co.,Ltd.",Growth Market(Domestic),7100,Securities and Commodities Futures,16,FINANCIALS (EX BANKS),-,-,5834.T
20260228,5842,Integral Corporation,Growth Market(Domestic),7100,Securities and Commodities Futures,16,FINANCIALS (EX BANKS),-,-,5842.T
20260228,5843,"Nippon Insure Co.,Ltd.",Standard Market(Domestic),7200,Other Financing Business,16,FINANCIALS (EX BANKS),-,-,5843.T
20260228,5845,"ZENHOREN CO.,LTD.",Standard Market(Domestic),7200,Other Financing Business,16,FINANCIALS (EX BANKS),-,-,5845.T
20260228,5856,"Life Intelligent Enterprise Holdings Co.,Ltd.",Standard Market(Domestic),6100,Retail Trade,14,RETAIL TRADE,-,-,5856.T
20260228,5858,"STG CO.,LTD.",Growth Market(Domestic),3500,Nonferrous Metals,7,STEEL & NONFERROUS METALS,-,-,5858.T
20260228,5867,"ES NETWORKS CO.,LTD.",Growth Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,-,5867.T
20260228,5868,Rococo Co.Ltd.,Standard Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,-,5868.T
20260228,5869,"WASEDA GAKUSHUKENKYUKAI CO.,LTD.",Standard Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,-,5869.T
20260228,5870,Nalnet Communications Inc.,Growth Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,-,5870.T
20260228,5871,SOLIZE Holdings Corporation,Standard Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,-,5871.T
20260228,5884,"KURADASHI.Co.,Ltd.",Growth Market(Domestic),6100,Retail Trade,14,RETAIL TRADE,-,-,5884.T
20260228,5885,"GDEP ADVANCE,Inc.",Standard Market(Domestic),6050,Wholesale Trade,13,COMMERCIAL & WHOLESALE TRADE,-,-,5885.T
20260228,5888,"DAIWA CYCLE CO.,LTD.",Growth Market(Domestic),6100,Retail Trade,14,RETAIL TRADE,-,-,5888.T
20260228,5891,"Kairikiya Co.,Ltd.",Standard Market(Domestic),6100,Retail Trade,14,RETAIL TRADE,-,-,5891.T
20260228,5892,"yutori,Inc.",Growth Market(Domestic),6100,Retail Trade,14,RETAIL TRADE,-,-,5892.T
20260228,5900,"DAIKEN CO.,LTD.",Standard Market(Domestic),3550,Metal Products,3,CONSTRUCTION & MATERIALS,-,-,5900.T
20260228,5903,"SHINPO CO.,LTD.",Standard Market(Domestic),3550,Metal Products,3,CONSTRUCTION & MATERIALS,-,-,5903.T
20260228,5905,NIHON SEIKAN K.K.,Standard Market(Domestic),3550,Metal Products,3,CONSTRUCTION & MATERIALS,-,-,5905.T
20260228,5906,"MK SEIKO CO.,LTD.",Standard Market(Domestic),3550,Metal Products,3,CONSTRUCTION & MATERIALS,-,-,5906.T
20260228,5909,CORONA CORPORATION,Standard Market(Domestic),3550,Metal Products,3,CONSTRUCTION & MATERIALS,7,TOPIX Small 2,5909.T
20260228,5915,KOMAIHALTEC Inc.,Standard Market(Domestic),3550,Metal Products,3,CONSTRUCTION & MATERIALS,-,-,5915.T
20260228,5918,"The Takigami Steel Construction Co.,Ltd.",Standard Market(Domestic),3550,Metal Products,3,CONSTRUCTION & MATERIALS,-,-,5918.T
20260228,5921,"Kawagishi Bridge Works Co.,Ltd.",Standard Market(Domestic),3550,Metal Products,3,CONSTRUCTION & MATERIALS,-,-,5921.T
20260228,5922,"NASU DENKI-TEKKO CO.,LTD.",Standard Market(Domestic),3550,Metal Products,3,CONSTRUCTION & MATERIALS,-,-,5922.T
20260228,5923,"TAKADAKIKO(Steel Construction)CO.,LTD.",Standard Market(Domestic),3550,Metal Products,3,CONSTRUCTION & MATERIALS,-,-,5923.T
20260228,5928,"ALMETAX MANUFACTURING CO,LTD.",Standard Market(Domestic),3550,Metal Products,3,CONSTRUCTION & MATERIALS,-,-,5928.T
20260228,5936,"TOYO SHUTTER CO.,LTD.",Standard Market(Domestic),3550,Metal Products,3,CONSTRUCTION & MATERIALS,-,-,5936.T
20260228,5939,"OTANI KOGYO CO.,LTD.",Standard Market(Domestic),3550,Metal Products,3,CONSTRUCTION & MATERIALS,-,-,5939.T
20260228,5940,"FUJISASH CO.,LTD.",Standard Market(Domestic),3550,Metal Products,3,CONSTRUCTION & MATERIALS,-,-,5940.T
20260228,5941,"NAKANISHI MFG. CO.,LTD.",Standard Market(Domestic),3550,Metal Products,3,CONSTRUCTION & MATERIALS,-,-,5941.T
20260228,5942,"NIPPON FILCON CO.,LTD.",Standard Market(Domestic),3550,Metal Products,3,CONSTRUCTION & MATERIALS,-,-,5942.T
20260228,5945,"Tenryu Saw Mfg.Co.,Ltd.",Standard Market(Domestic),3550,Metal Products,3,CONSTRUCTION & MATERIALS,-,-,5945.T
20260228,5950,"JAPAN POWER FASTENING CO.,LTD.",Standard Market(Domestic),3550,Metal Products,3,CONSTRUCTION & MATERIALS,-,-,5950.T
20260228,5951,"Dainichi Co.,Ltd.",Standard Market(Domestic),3550,Metal Products,3,CONSTRUCTION & MATERIALS,-,-,5951.T
20260228,5952,Amatei Incorporated,Standard Market(Domestic),3550,Metal Products,3,CONSTRUCTION & MATERIALS,-,-,5952.T
20260228,5955,"WISE HOLDINGS CO.,LTD.",Standard Market(Domestic),3550,Metal Products,3,CONSTRUCTION & MATERIALS,-,-,5955.T
20260228,5956,"TOSO CO.,LTD.",Standard Market(Domestic),3550,Metal Products,3,CONSTRUCTION & MATERIALS,-,-,5956.T
20260228,5958,"SANYO INDUSTRIES,LTD.",Standard Market(Domestic),3550,Metal Products,3,CONSTRUCTION & MATERIALS,-,-,5958.T
20260228,5962,"ASAKA INDUSTRIAL CO.,LTD.",Standard Market(Domestic),3800,Other Products,10,"IT & SERVICES, OTHERS",-,-,5962.T
20260228,5965,FUJIMAK CORPORATION,Standard Market(Domestic),3550,Metal Products,3,CONSTRUCTION & MATERIALS,-,-,5965.T
20260228,5966,"KYOTO TOOL CO.,LTD.",Standard Market(Domestic),3550,Metal Products,3,CONSTRUCTION & MATERIALS,-,-,5966.T
20260228,5967,"TONE CO.,LTD.",Standard Market(Domestic),3550,Metal Products,3,CONSTRUCTION & MATERIALS,-,-,5967.T
20260228,5969,"LOBTEX Co.,Ltd.",Standard Market(Domestic),3550,Metal Products,3,CONSTRUCTION & MATERIALS,-,-,5969.T
20260228,5971,"KYOWAKOGYOSYO CO.,LTD.",Standard Market(Domestic),3550,Metal Products,3,CONSTRUCTION & MATERIALS,-,-,5971.T
20260228,5973,TOAMI CORPORATION,Standard Market(Domestic),3550,Metal Products,3,CONSTRUCTION & MATERIALS,-,-,5973.T
20260228,5974,"CHUGOKUKOGYO CO.,LTD.",Standard Market(Domestic),3550,Metal Products,3,CONSTRUCTION & MATERIALS,-,-,5974.T
20260228,5982,"MARUZEN CO.,LTD.",Standard Market(Domestic),3550,Metal Products,3,CONSTRUCTION & MATERIALS,-,-,5982.T
20260228,5983,IWABUCHI CORPORATION,Standard Market(Domestic),3550,Metal Products,3,CONSTRUCTION & MATERIALS,-,-,5983.T
20260228,5984,KANEFUSA CORPORATION,Standard Market(Domestic),3550,Metal Products,3,CONSTRUCTION & MATERIALS,-,-,5984.T
20260228,5985,SUNCALL CORPORATION,Standard Market(Domestic),3550,Metal Products,3,CONSTRUCTION & MATERIALS,7,TOPIX Small 2,5985.T
20260228,5986,"MOLITEC STEEL CO.,LTD.",Standard Market(Domestic),3550,Metal Products,3,CONSTRUCTION & MATERIALS,-,-,5986.T
20260228,5987,ONEX Corporation,Standard Market(Domestic),3550,Metal Products,3,CONSTRUCTION & MATERIALS,-,-,5987.T
20260228,5990,"SUPER TOOL CO.,LTD.",Standard Market(Domestic),3550,Metal Products,3,CONSTRUCTION & MATERIALS,-,-,5990.T
20260228,5992,"CHUO SPRING CO.,LTD.",Standard Market(Domestic),3550,Metal Products,3,CONSTRUCTION & MATERIALS,7,TOPIX Small 2,5992.T
20260228,5994,"FINE SINTER CO.,LTD.",Standard Market(Domestic),3550,Metal Products,3,CONSTRUCTION & MATERIALS,-,-,5994.T
20260228,5997,KYORITSU AIR TECH INC.,Standard Market(Domestic),3550,Metal Products,3,CONSTRUCTION & MATERIALS,-,-,5997.T
20260228,5998,Advanex Inc.,Standard Market(Domestic),3550,Metal Products,3,CONSTRUCTION & MATERIALS,-,-,5998.T
20260228,6016,Japan Engine Corporation,Standard Market(Domestic),3700,Transportation Equipment,6,AUTOMOBILES & TRANSPORTATION EQUIPMENT,-,-,6016.T
20260228,6018,"THE HANSHIN DIESEL WORKS,LTD.",Standard Market(Domestic),3700,Transportation Equipment,6,AUTOMOBILES & TRANSPORTATION EQUIPMENT,-,-,6018.T
20260228,6022,Akasaka Diesels Ltd.,Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,-,6022.T
20260228,6023,"DAIHATSU INFINEARTH MFG.CO.,LTD.",Standard Market(Domestic),3700,Transportation Equipment,6,AUTOMOBILES & TRANSPORTATION EQUIPMENT,-,-,6023.T
20260228,6029,Artra Group Corporation,Standard Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,-,6029.T
20260228,6030,"Adventure,Inc.",Growth Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,-,6030.T
20260228,6031,ZETA INC.,Growth Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,-,6031.T
20260228,6033,"EXTREME CO.,LTD.",Growth Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,-,6033.T
20260228,6034,MRT Inc.,Growth Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,-,6034.T
20260228,6037,"RAKUMACHI,INC.",Standard Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,-,6037.T
20260228,6038,"IID,Inc.",Growth Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,-,6038.T
20260228,6039,"Japan Animal Referral Medical Center Co.,Ltd.",Growth Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,-,6039.T
20260228,6040,"Nippon Ski Resort Development Co.,Ltd.",Growth Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,-,6040.T
20260228,6042,"NIKKI CO.,LTD.",Standard Market(Domestic),3700,Transportation Equipment,6,AUTOMOBILES & TRANSPORTATION EQUIPMENT,-,-,6042.T
20260228,6044,SANKI SERVICE CORPORATION,Standard Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,-,6044.T
20260228,6045,"Rentracks CO.,LTD.",Growth Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,-,6045.T
20260228,6046,LINKBAL INC.,Growth Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,-,6046.T
20260228,6049,ItoKuro Inc.,Growth Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,-,6049.T
20260228,6054,Livesense Inc.,Standard Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,-,6054.T
20260228,6059,"UCHIYAMA HOLDINGS Co.,Ltd.",Standard Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,-,6059.T
20260228,6061,"UNIVERSAL ENGEISHA CO.,LTD",Standard Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,-,6061.T
20260228,6063,"Emergency Assistance Japan Co., Ltd.",Standard Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,-,6063.T
20260228,6069,"Trenders,Inc.",Growth Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,-,6069.T
20260228,6072,"Jibannet Holdings Co.,Ltd.",Standard Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,-,6072.T
20260228,6074,JSS CORPORATION,Standard Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,-,6074.T
20260228,6081,"Allied Architects,Inc.",Growth Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,-,6081.T
20260228,6082,"RIDE ON EXPRESS HOLDINGS Co.,Ltd.",Standard Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",7,TOPIX Small 2,6082.T
20260228,6083,"ERI HOLDINGS CO.,LTD.",Standard Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,-,6083.T
20260228,6085,ARCHITECTS STUDIO JAPAN INC.,Growth Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,-,6085.T
20260228,6086,"Shin Maint Holdings Co.,Ltd.",Growth Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,-,6086.T
20260228,6087,"ABIST Co.,Ltd.",Standard Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,-,6087.T
20260228,6090,"Human Metabolome Technologies,Inc.",Standard Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,-,6090.T
20260228,6091,Wesco Holdings Inc.,Standard Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,-,6091.T
20260228,6092,"EnBio Holdings,Inc",Standard Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,-,6092.T
20260228,6093,"Escrow Agent Japan,Inc.",Standard Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,-,6093.T
20260228,6094,"FreakOut Holdings,inc.",Growth Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,-,6094.T
20260228,6096,"RareJob,Inc.",Standard Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,-,6096.T
20260228,6125,"OKAMOTO MACHINE TOOL WORKS,LTD.",Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,-,6125.T
20260228,6137,"KOIKE SANSO KOGYO CO.,LTD.",Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,-,6137.T
20260228,6138,"DIJET INDUSTRIAL CO.,LTD.",Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,-,6138.T
20260228,6144,"Seibu Electric & Machinery Co.,Ltd.",Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,-,6144.T
20260228,6145,"NITTOKU CO.,LTD.",Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,-,6145.T
20260228,6147,"YAMAZAKI CO.,LTD.",Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,-,6147.T
20260228,6149,"Odawara Engineering Co.,Ltd.",Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,-,6149.T
20260228,6150,"TAKEDA MACHINERY CO.,LTD.",Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,-,6150.T
20260228,6155,"TAKAMATSU MACHINERY CO.,LTD.",Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,-,6155.T
20260228,6156,A-ONE SEIMITSU INC.,Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,-,6156.T
20260228,6157,"NS TOOL CO.,LTD.",Standard Market(Domestic),3600,Machinery,8,MACHINERY,7,TOPIX Small 2,6157.T
20260228,6158,"WAIDA MFG.CO.,LTD.",Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,-,6158.T
20260228,6159,"MICRON MACHINERY CO.,LTD.",Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,-,6159.T
20260228,6161,ESTIC CORPORATION,Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,-,6161.T
20260228,6165,"PUNCH INDUSTRY CO.,LTD.",Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,-,6165.T
20260228,6166,"NAKAMURA CHOUKOU CO.,LTD.",Growth Market(Domestic),3600,Machinery,8,MACHINERY,-,-,6166.T
20260228,6171,C.E.Management Integrated Laboratory Co.Ltd,Standard Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,-,6171.T
20260228,6173,Aqualine Ltd.,Growth Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,-,6173.T
20260228,6176,Brangista Inc.,Standard Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,-,6176.T
20260228,6177,AppBank Inc.,Growth Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,-,6177.T
20260228,6180,"GMO Media,Inc.",Growth Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,-,6180.T
20260228,6181,Tameny Inc.,Growth Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,-,6181.T
20260228,6182,MetaReal Corporation,Growth Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,-,6182.T
20260228,6185,SMN Corporation,Standard Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,-,6185.T
20260228,6186,"ICHIKURA CO.,LTD.",Standard Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,-,6186.T
20260228,6189,Global Kids Company Corp.,Standard Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,-,6189.T
20260228,6190,"PhoenixBio Co.,Ltd.",Growth Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,-,6190.T
20260228,6193,"Virtualex Holdings,Inc.",Growth Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,-,6193.T
20260228,6195,"HOPE,INC.",Growth Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,-,6195.T
20260228,6198,"CAREER CO.,LTD.",Growth Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,-,6198.T
20260228,6199,"SERAKU Co.,Ltd.",Standard Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",7,TOPIX Small 2,6199.T
20260228,6203,"Howa Machinery,Ltd.",Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,-,6203.T
20260228,6208,"Ishikawa Seisakusho,Ltd.",Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,-,6208.T
20260228,6210,"TOYO INNOVEX Co.,Ltd.",Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,-,6210.T
20260228,6217,TSUDAKOMA Corp.,Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,-,6217.T
20260228,6218,ENSHU Limited,Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,-,6218.T
20260228,6223,"Seibu Giken Co.,Ltd.",Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,-,6223.T
20260228,6224,"JRC Co.,Ltd.",Growth Market(Domestic),3600,Machinery,8,MACHINERY,-,-,6224.T
20260228,6226,"Moriya Transportation Engineering and Manufacturing Co.,Ltd.",Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,-,6226.T
20260228,6227,"AIMECHATEC,Ltd.",Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,-,6227.T
20260228,6228,"J.E.T.Co.,LTD.",Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,-,6228.T
20260228,6229,OKUMURA ENGINEERING corp.,Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,-,6229.T
20260228,6230,SANEI LTD.,Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,-,6230.T
20260228,6231,"KIMURA KOHKI Co.,Ltd.",Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,-,6231.T
20260228,6232,ACSL Ltd.,Growth Market(Domestic),3600,Machinery,8,MACHINERY,-,-,6232.T
20260228,6233,KLASS Corporation,Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,-,6233.T
20260228,6239,NAGAOKA INTERNATIONAL CORPORATION,Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,-,6239.T
20260228,6245,"HIRANO TECSEED CO.,LTD.",Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,-,6245.T
20260228,6246,Techno Smart Corp.,Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,-,6246.T
20260228,6248,"Yokota Manufacturing Co., Ltd.",Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,-,6248.T
20260228,6249,"Gamecard Holdings,Inc.",Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,-,6249.T
20260228,6255,NPC Incorporated,Growth Market(Domestic),3600,Machinery,8,MACHINERY,-,-,6255.T
20260228,6257,"FUJISHOJI CO.,LTD.",Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,-,6257.T
20260228,6262,"PEGASUS CO.,LTD.",Standard Market(Domestic),3600,Machinery,8,MACHINERY,7,TOPIX Small 2,6262.T
